Employee Identifier,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
28444,Police Officer,84945.7,5492.63,6430.69,96869.02,15793.55,13825.98,1623.45,31242.98,128112
6412,Police Officer,86716.95,5332.77,6808.9,98858.62,16130.39,13890.29,1642.67,31663.35,130521.97
17776,Police Officer,34856.02,8322.57,532.32,43710.91,6196.64,4115.65,748.34,11060.63,54771.54
1467,Police Officer,80640.33,1293.43,2740.09,84673.85,14579.09,13118.6,5550.02,33247.71,117921.56
38106,Police Officer,75945.32,1443.66,1030.25,78419.23,13717.24,12346.92,4550.41,30614.57,109033.8
26305,Police Officer,75945.34,2856.19,3367.63,82169.16,13717.26,12346.92,4606.75,30670.93,112840.09
3739,Police Officer,118223.22,24898.19,4116.76,147238.17,20789.59,13825.99,2511.98,37127.56,184365.73
56604,Police Officer,87672.96,17506.48,8271.88,113451.32,15478.74,10289.1,1898.03,27665.87,141117.19
49386,Police Officer,86696.94,7042.8,10739.06,104478.8,16126.74,13890.28,1751.71,31768.73,136247.53
16896,Police Officer,15776.5,4494.69,3010.35,23281.54,2959.47,2057.82,389.66,5406.95,28688.49
49643,Police Officer,85329.02,10085.73,4426.37,99841.12,15564.68,13890.29,3934.52,33389.49,133230.61
18394,Police Officer,75945.32,3172.98,3110.69,82228.99,13717.24,12346.92,4607.12,30671.28,112900.27
28405,Police Officer,89857.66,10032.16,9189.39,109079.21,16712.79,13890.29,1826.78,32429.86,141509.07
50544,Police Officer,85329.03,22119.76,2869.92,110318.71,15772.39,13890.29,2067.23,31729.91,142048.62
28962,Police Officer,86536.92,5626.42,3894.43,96057.77,15760.4,13890.29,3877.1,33527.79,129585.56
34195,Police Officer,65303.3,92.3,356.73,65752.33,11741.86,10597.78,4273.12,26612.76,92365.09
